model,cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_roc_auc,cv_std_roc_auc,cv_mean_pr_auc,cv_std_pr_auc
No_SMOTE_LogReg,0.7200863077691955,0.015821176889125887,0.1291009129457831,0.009909625814011579,0.824102564102564,0.05003220527580236,0.2231850810565778,0.01640286298184328,0.83727658807993,0.01971569185971144,0.18763525782487084,0.040254135545780154
SMOTE_LogReg,0.7266913659311752,0.012064315614056336,0.13004778433562134,0.009369780204498008,0.808974358974359,0.04092335004085971,0.22404361983468793,0.015308178780152018,0.8347680623644633,0.02180782030054744,0.18604763612114447,0.041515848053249024
